1443	Shoulder Raise Side and Front DB
1445	Jerk OL
1446	Clean and Jerk OL
1447	Snatch OL
1448	Seated W Curl
1449	ClimbMill
1450	Cobra Stretch
1451	Torso rotation stretch
1452	Knee to Chest Stretch
1455	Towel Superman
1457	Cable Press Around
1458	Cross-Body Cable Y-Raise
1461	No Leg Drive Dumbbell Chest Press
1462	punches
1463	Dumbbell Underhand Dead Row
1464	Pause Hack Squats
1465	Spider Curl
1466	Calf Raise using Hack Squat Machine
1467	Incline Close Grip Barbell Bench Press
1468	Floor Skull Crusher
1469	Bent over Cable Flye
1470	1-Arm Half-Kneeling Lat Pulldown
1471	Kroc Row
1472	Cable Shrug-In
1473	Reverse Cable Flye
1474	W-Raise
1475	Black Widow Knee Slides
1476	Butterfly Sit Up
1477	Seated Corkscrew
1478	Levitation Crunch
1479	Sit Up Elbow Thrust
1480	Lying Triceps Extensions
1481	Drag Pushdown
1482	Dumbbell Cheat Curl
1483	Bizeps Curls Trifecta
1484	Omni Cable Cross-over
1485	Rocking Triceps Pushdown
1486	Alternating High Cable Row
1487	Hyper Y W Combo
1489	Plank Jacks
1490	Lying Triceps Kickback
1492	High Row
1493	Bayesian Curl
1496	DB Upper Chest Variation
1497	DB Underhand bench press
1498	Elbows Tucked DB Bench Press
1501	Alternative DB Gorilla rows
1502	DB Cross Body Hammer Curls
1503	Dumbbell Frog Press
1504	Dumbbell Bradford press
1508	High-Incline Smith Machine Press
1509	Cable Tricep Kickback
1510	Neutral Grip Lat Pulldown
1511	Kong Curl
1512	Drop Curl
1513	Overhead Cable Tricep Extension
1514	Lateral Walk
1515	Leg Press Toe Press
1516	Handstand
1519	Overhead Triceps Extension
1521	Pendular hack
1523	Sled Push
1524	Battle Ropes
1525	Ball Slams
1526	Ski Machine
1527	Pendulum Squat
1528	Glute Drive
1529	Toes to bar
1530	Lying Dumbbell Curls
1531	Cable Curls
1536	Delt Stretch
1537	Pull-up Isometric Hold
1545	Archer Pull Up
1546	Larsen Press
1548	Stair Master
1551	Push-Up
1554	Clap Push-UP
1556	Devil’s Press
1567	Alternating dumbbell hammer curl
1572	Bird Dog
1573	Ab wheel
1574	Schwimmen
1575	Standing Dowel Shoulder press
1576	Snap Down
1577	Bretzel stretch
1578	Hip hinge
1579	Bronco
1580	Perpendicular Unilateral Landmine Row
1581	Trap press
1582	Side-laying interior rotation
1583	Supine press
1584	March or jog in place
1589	Leg and hip stretch
1590	Arm and neck stretch
1591	Deep breathing (standing or seated)
1592	Guided or free meditation
1593	Smith Machine Split Squat
1602	Dumbbell Scaption
1606	Arm Raises (T/Y/I)
1607	Typewriter Pull-ups
1608	Bodyweight Biceps Curl
1612	kettlebell sumo deadlift
1613	rubber band glute kickback
1615	Treadmill Cardio
1616	Dumbbell donkey kick
1618	Stationary bike cardio
1620	Seated Dumbbell Calf Raise
1621	Unilateral Cable row
1630	Blaze
1634	Rope Pullover/row
1635	Modified pulldown
1637	Single arm row
1638	Barbell Clean and press
1639	Dumbbell Bent Over Face Pull
1640	Dumbbell Front Squat
1641	Kettlebell One Legged Deadlift
1642	Dumbbell Hip Thrust
1648	Weighted Crunch
1650	Dumbbell Side Bend
1651	Dumbbell Rear Lunge
1652	Dumbbell Romanian Deadlift
1653	Dumbbell Side Squat
1654	Machine Lateral Raise
1656	Cable Chest Press - Decline
1657	Preacher Curl - Internally Rotated
1658	Preacher Curl - Externally Rotated
1659	Lat Pulldown - Cross Body Single Arm
1660	Cable Chest Press - Incline
1661	Cable Triceps Press
1662	Cable Tri Extension - Internal Rotation
1666	Curl  - With Shoulder Elevated
1668	One Arm Overhead Cable Tricep Extension
1670	Leg Swings (Front–Back)
1672	Seated Hip Abduction
1679	Wall Angels
1680	seated figure four
1683	Zottman curl
1684	Dumbbell Thruster
1686	Glute Bridge Single-Arm Press
1687	Bear crawl pull through
1688	Kickstand RDL
1689	Cable Fly Middle Chest
1690	Cable Fly Upper Chest
1691	Cable Fly Lower Chest
1693	Incline Static Hold
1694	Flat Machine Press
1695	Pull-Ups (Wide Grip)
1696	Pull-Ups (Neutral Grip)
1698	Barbell Row (Overhand)
1699	Barbell Row (Underhand)
1700	Barbell Romanian Deadlift (RDL)
1701	One-Arm Heavy Row
1702	Jalón al pecho con agarre ancho
1703	Patadas traseras
1704	Tuck L-sit
1706	Bulgarian Squat with Dumbbells
1707	Elevación lateral polea
1709	Reverse Fly Standing
1710	Butchers Block Stretch
1711	Sleeper Stretch
1712	Horizontal Shoulder Flexion Stretch
1713	Doorway Pectoral Stretch
1714	Shoulder Dumbbell Pendular Exercise
1715	Shoulder External Rotation with Dumbbell
1716	Incline Shoulder Press Up
1717	Neck extension
1718	Remo alto polea alta
1719	Jalon caballero unialteral
1723	Glute Kickback (Machine)
1724	Standing Adduction (Cable)
1725	Seated Row (Machine)
1726	Straight-Arm Pulldown (Cable)
1727	Side Straight-Arm Pulldown (Cable)
1728	Shoulder Internal Rotation (Cable)
1729	Shoulder External Rotation (Cable)
1730	Side Lateral Raise (Cable)
1731	Front Raise (Cable)
1732	Face pulls with yellow/green band
1733	Isometric Squat to Failure
1734	Single-Leg Lunge with Kettlebell:
1735	Single-leg side glute press
1736	Single-Leg Deadlift with Dumbbell
1737	Assisted chin-ups
1738	Neutral-grip pull-ups or TRX rows
1739	Shrimp Squad
1740	Single Leg Glute Bridge
1741	L-Sit Pull-ups
1742	Back Lever
1743	Windshield Wipers
1745	Cable Front Raise with a small bar
1747	Smith machine squat
1748	Machine Hip Abduction
1751	Cable pull through
1752	Side lateral raise - Front (Cable)
1753	Side lateral raise - Back (Cable)
1754	45° lateral raises
1755	Shoulder Y-pull cable
1766	Plank Reach
1771	Wrist curl, cable
1772	Reverse crunch
1773	Legend Incline Bench Press
1774	Chair dips
1775	Pec deck rear delt fly
1776	Suitcase Carry
1777	Deficit Push ups
1778	Supino inclinado
1779	Landmine Rotation
1795	unilateral cross body cable pull down
1801	Barbell Full Squat
1803	Trap Bar Squat
1804	ankle dorsiflexion rocks
1807	Behind the Back Cable Lateral Raise
1808	Parallel Bar Hold
1809	Reverse Hyperextension
1810	Sphinx
1822	Open Book
1824	Dumbell Tate Press
1825	Chest-Supported Rear Delt Raise
1826	Band pull-apart with external rotation
1827	Double-Leg Abdominal Press
1828	Abdominal Draw-In
1829	Landmine Squat to Press
1830	Barbell Step Back Lunge
1831	Hammerstrength Decline Chest Press
1832	Ring Support Hold
1833	Floor Glider Hamstring Curls
1834	Trap-3 Raise
1835	External Rotation Stretch
1838	Banded Shoulder Drills
1839	Solo Hip Flexor Stretch
1840	Bent-Leg Hamstring Stretch
1841	Seated Shoulder Extension Stretch
1842	Banded Clamshell
1843	Butterfly Stretch
1844	Frog Stretch
1845	Seated Pancake Good Morning
1846	Horse Stance (Side Splits)
1847	Straddle L-Sit
1852	L-sit
1853	L-Sit (Foot Supported)
1854	Calves foam roller
1855	Hamstring Foam roller
1856	Foam Roller Anterior tibialis
1857	Foam Roller Iliotibial band
1858	Foam Roller quadriceps
1859	Foam Roller Gluteus
1860	Foam Roller Adductors
1861	Side stretch
1862	Hip Circles
1863	Hip Crossover
1864	Ankle Roll
1865	Banded Ankle Mobility
1867	Hip Flexor Stretch
1868	Lunge with Twist Stretch
1869	Lying Figure Four Stretch
1870	Lying Hamstring Stretch with Band
1872	Pigeon Stretch
1873	Quad Stretch
1874	Runners Lunge Stretch
1875	Standing IT Band Stretch
1876	Supported Calf Stretch
1877	Banded Scapular Retraction
1879	Incline DB Y-Raise
1881	DB Wrist Extension
1882	High-Cable Lateral Raise
1889	Decline Bench Leg Raise
1893	Overhead Barbell Press
1900	Tricep Rope Pushdowns
1901	Clean and Press
1902	Weighted push-ups
1904	Pec Deck
1905	Pullback
1906	Hip Bridge
1907	Unilateral Lunges
1908	Butterfly Superman
1909	Leg Wheel
1910	Kneeling Superman
1911	Cat Plank
1912	Core Rotation
1913	Unilateral Hip Thrust
1914	Isometria alle parallele
1915	Quadruped Hip Abduction
1916	Tuck planche
1918	Legend Chest Press
1919	Extreme Pec Stretch
1920	Extreme Shoulder Stretch
1921	Extreme Lat Stretch
1922	Seated Cable chest fly
1924	3008 Abdominal Crunch
1925	Barbell Silverback Shrug
1927	Inverted Lat Pull Down
1928	Seated V-Grip Row
1929	Assisted Pull-Up
1931	Dumbbell Curl
1933	Abdominal Crunch
1935	Belt Squat
1936	Cable Rear-Delt Fly (single arm)
1938	Cat-Cow
1939	Neck CARs
1940	Diaphragmatic Breathing
1947	dumbbell snatch
1948	1 Leg Box Squat
1949	Limber 11
1950	Foam Roll IT Band
1952	SMR Glutes (lax ball)
1953	Bent-knee Iron Cross
1954	Roll-overs into V-sits
1956	Fire Hydrant Circles
1959	Seated Piriformis Stretch
1960	Rear-foot-elevated Hip Flexor Stretch
1962	Step Jack
1963	Slow Squat
1964	Wide Push-Up
1965	Marching High Knees
1966	1/2 Kneeling Thoracic Rotation
1967	lento avanti seduto
1968	Single-arm dumbbell shoulder press
1969	Single-arm cable pushdown
1970	Kettlebell sumo high pull
1971	Mentzer Pulldown
2447	Hip Airplane
2448	Reverse Clamshell
2449	Clamshell to Reverse Clamshell
2452	Curl De Muñeca Con Barra
2454	YTW Raises
2478	Glute-Ham Raise
2480	Easy Continuous Swim (Freestyle)
2481	Kick with Board
2482	Bobbing Exhale Drill
2483	Wall-Hold Rotation
2484	Side-Kick Breathing (Kickboard)
2485	Stroke-and-Roll Drill
2486	Recovery Bobbing
2487	Cool-Down Swim
2488	Posterior Pelvic Tilt
2493	Adductor Side Plank
2494	Band Terminal Knee extension
2495	Machine Leg Flexion
2496	Wall Push-ups (Vasco L1)
2497	DB Floor Press (5kg Single Arm)
2498	Pike Push-ups (Vasco L1)
2499	Incline Push-ups (Vasco L2)
2501	Table Bodyweight Rows (Vasco L1)
2502	DB Single-Arm Row (5kg)
2503	Face Pulls (Bodyweight Doorframe/Towel)
2504	DB Hammer Curls (5kg)
2505	Dead Bug (Core L1)
2507	Forearm Plank (Core L1)
2508	Bird Dog (Core L1)
2509	Side Plank (Core L1)
2510	Hollow Body Hold (Core L1)
2522	Tricep Pull-Down
2523	Serratus Wall Slide Stretch
2524	Straddle Stance Good Morning
2525	Couch Stretch
2526	Long Lunge Pulse Stretch
2527	Front Split Stretch
2528	Squat Sky Reach Stretch
2529	explosive push ups
2530	Russian Push Ups
2531	elbow lever
2532	Planche Lean Hold
2533	Arch Hang
2534	(D) Puente de glúteos
2535	Leg Extension Isometric
2536	Bench Press Isometric
2537	Overhead Press Isometric
2538	Lateral Raise Isometric
2539	Preacher Curl Isometric
2540	Lat Pulldown Isometric
2541	Triceps Pushdown Isometric
2542	Boxing
2543	Wrist circles
